??Fire火暑熱,Date,type,link,Description,,,,,,type,Date,link,Description,,,,,type,Date,link,Description,,,,,type,Date,link,Description,,,
??Fire火暑熱,7/11/2022,fire,https://hk.on.cc/hk/bkn/cnt/intnews/20221107/bkn-20221107130411532-1107_00992_001.html,杜拜35層高住宅起火燒通頂　鄰近哈利法塔,,,,,,HACK,12/12/2022,https://www.ithome.com.tw/news/154667,2022年12月12日，數款端點防護系統漏洞可用於破壞電腦資料、4千個存在漏洞的Pulse Connect SSL VPN曝險,,,,,??人間有情,23/2/2022,https://hk.on.cc/hk/bkn/cnt/cnnews/20230223/bkn-20230223130534062-0223_00952_001.html,台陸軍士兵站哨時 持步槍自轟亡,,,,,治安異腦,5/1/2023,https://tw.news.yahoo.com/%E9%AB%98%E5%B1%B1%E6%BB%91%E9%9B%AA%E4%B9%9F%E8%A6%81%E6%B3%A8%E6%84%8F%E8%A1%80%E6%B0%A7-%E7%BE%8E%E5%9C%8B%E4%B8%BB%E6%92%AD%E7%9A%84-apple-watch-%E8%A1%80%E6%B0%A7%E5%81%B5%E6%B8%AC%E6%95%91%E4%BA%86%E5%85%92%E5%AD%90-131829962.html,高山滑雪也要注意血氧！美國主播的 Apple Watch 血氧偵測救了兒子一命,,,
??Fire火暑熱,6/11/2022,fire,https://www.hk01.com/article/833276?utm_source=01articlecopy&utm_medium=referral,俄羅斯咖啡店火災至少15死　或因顧客點煙花引起,,,,,,HACK,12/12/2022,https://www.ithome.com.tw/news/154644,2022年12月5日到12月9日,,,,,??人間有情,3/9/2022,https://www.hk01.com/sns/article/810936?utm_source=01articlecopy&utm_medium=referral,深水?男童命案｜死者皮黃骨瘦5歲如2歲　揭四母子坎坷人生,,,,,治安異腦,7/1/2023,https://www.hk01.com/article/854692?utm_source=01articlecopy&utm_medium=referral,美國稱中國一直拒絕mRNA疫苗及其他援助 增加不必要死亡,,,
??Fire火暑熱,30/10/2022,fire,https://www.hk01.com/article/830581?utm_source=01articlecopy&utm_medium=referral  ,驚險！電動車室內充電起火　2分鐘爆炸逾10次　濃煙99秒籠罩全舖,,,,,,HACK,12/12/2022,https://www.epochtimes.com/gb/22/12/11/n13882844.htm,黑客侵入安省COVID-19疫苗系? 波及36万人,,,,,??人間有情,6/9/2022,https://tw.news.yahoo.com/%E6%94%B6%E9%A4%8A%E5%AE%B6%E5%BA%AD%E6%9F%93%E7%96%AB%E4%BA%A1-%E5%85%A8%E5%AE%B6%E5%8F%AA%E5%89%A9%E4%BB%961%E4%BA%BA-%E8%A6%8B%E5%88%A5%E4%BA%BA-%E5%AE%B6%E5%92%8C%E6%A8%82%E6%B7%9A%E8%AB%8B%E5%AE%A2-%E6%83%B3%E5%88%B0%E5%AE%B6%E4%BA%BA-035851338.html,收養家庭染疫亡「全家只剩他1人」 見別人一家和樂淚請客：想到家人,,,,,治安異腦,7/1/2023,https://hk.on.cc/hk/bkn/cnt/cnnews/20230107/bkn-20230107032119249-0107_00952_001.html,女子涉殺人潛逃28年 改名換姓終落網,,,
??Fire火暑熱,30/10/2022,fire,https://tw.news.yahoo.com/%E5%8C%97%E5%8A%A0%E5%B7%9E%E6%9E%97%E7%81%AB%E7%99%BC%E6%94%BE-%E7%8F%BE%E5%80%BC%E5%8D%A1%E8%A7%A3%E7%87%83%E7%9C%89%E4%B9%8B%E6%80%A5-225233617.html  ,   北加州林火發放 現值卡解燃眉之急   ,,,,,,HACK,11/12/2022,https://tw.news.yahoo.com/%E6%BE%B3%E6%B4%B2%E9%9B%BB%E4%BF%A1%E9%80%BE-13-%E8%90%AC%E5%AE%A2%E6%88%B6%E8%B3%87%E6%96%99%E6%B4%A9%E9%9C%B2-%E9%A7%AD%E5%AE%A2%E6%9C%AA%E6%B6%89%E5%85%A5-024215804.html,澳洲電信逾13萬客戶資料洩露 駭客未涉入,,,,,??人間有情,6/9/2022,https://hk.news.yahoo.com/%E5%A5%B3%E9%86%AB%E7%94%9F%E6%B6%89%E6%BF%AB%E7%99%BC-%E5%85%8D%E9%87%9D%E7%B4%99-%E8%A2%AB%E6%8D%95-%E6%9D%8E%E5%AE%B6%E8%B6%85%E7%B1%B2%E5%85%AC%E7%9C%BE%E5%8B%BF%E4%BB%A5%E8%BA%AB%E8%A9%A6%E6%B3%95-030120770.html,女醫生涉濫發「免針紙」 李家超籲公,,,,,治安異腦,8/1/2023,https://hk.news.yahoo.com/%E9%80%9A%E9%97%9C%E6%95%88%E6%87%89-%E5%A4%A9%E6%99%89%E9%8C%84%E5%8F%8D%E5%83%B9%E6%88%90%E4%BA%A4-%E5%85%A9%E6%88%BF%E6%88%B6%E5%94%AE945%E8%90%AC-085001709.html,通關效應！天晉錄反價成交 兩房戶售945萬,,,
??Fire火暑熱,29/10/2022,fire,https://www.hk01.com/article/830742?utm_source=01articlecopy&utm_medium=referral,南京百貨商場大火濃煙直衝雲霄　從白天持續至入深夜仍未撲滅,,,,,,HACK,11/12/2022,https://tw.news.yahoo.com/%E5%85%A8%E6%96%87-%E5%80%8B%E8%B3%87%E5%A4%A7%E9%87%8F%E5%A4%96%E6%B4%A9-%E9%BB%9E%E6%BB%B4%E6%B5%81%E9%80%9F%E7%95%B0%E5%B8%B8-%E8%A1%9B%E7%A6%8F%E9%83%A8%E7%AB%8B%E9%86%AB%E9%99%A2%E9%99%B7%E8%B3%87%E5%AE%89%E9%A2%A8%E6%9A%B4-215859452.html,【全文】個資大量外洩、點滴流速異常 衛福部立醫院陷資安風暴,,,,,??人間有情,6/9/2022,https://www.hk01.com/sns/article/812095?utm_source=01articlecopy&utm_medium=referral,涉收$500發「免針紙」女醫生獲保釋　政府：繼續密切監察簽發情況,,,,,治安異腦,8/1/2023,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/854791/%E9%80%9A%E9%97%9C-%E7%96%AB%E6%83%85-%E6%9C%80%E6%96%B0-%E5%A2%9E14113%E5%AE%97%E7%A2%BA%E8%A8%BA-%E5%AE%89%E5%BF%83%E5%87%BA%E8%A1%8C%E4%B8%8A%E5%82%B3%E7%B4%80%E9%8C%84%E5%85%A8%E5%88%AA%E9%99%A4,通關．疫情．最新｜暫有3萬人經水路及陸路出境 8000人入境,,,
??Fire火暑熱,26/10/2022,fire,https://news.tvbs.com.tw/local/1944218 ,雲林透天厝竄火光！1樓燒到3樓　48歲男送醫不治身亡,,,,,,HACK,11/12/2022,https://unwire.hk/2022/12/11/vanuatu-network/tech-secure/amp/,瓦努阿圖網絡癱瘓近一個月   政府運作走回紙筆記錄年代,,,,,??人間有情,7/9/2022,https://www.hk01.com/sns/article/811318?utm_source=01articlecopy&utm_medium=referral,虐兒｜集體虐待弱勢的哀歌——別讓下一代成為病態社會的「犧牲品」,,,,,治安異腦,9/1/2023,https://www.hk01.com/article/855166?utm_source=01articlecopy&utm_medium=referral,許樹昌指已打三針死亡個案增 料已接種逾半年 籲高危補打第四針,,,
??Fire火暑熱,24/10/2022,fire,https://www.i-cable.com/%E6%96%B0%E8%81%9E%E8%B3%87%E8%A8%8A/67578/%E5%85%83%E6%9C%97%E5%85%AB%E9%84%89%E6%9D%91%E5%B1%8B%E8%B5%B7%E7%81%AB-8%E4%BA%BA%E4%B8%8D%E9%81%A9%E9%80%81%E9%99%A2/?utm_source=icable-web&utm_medium=referral,元朗八鄉村屋起火　8人不適送院,,,,,,HACK,11/12/2022,https://www.businesstimes.com.hk/articles/142974/%E7%B6%B2%E7%B5%A1%E5%AE%89%E5%85%A8-2022-%E4%BA%92%E8%81%AF%E7%B6%B2-%E4%B8%8A%E7%B6%B2-%E5%80%8B%E4%BA%BA%E8%B3%87%E6%96%99-%E6%95%B8%E7%A2%BC%E8%BA%AB%E4%BB%BD-%E6%A9%9F%E5%99%A8%E4%BA%BA%E9%BB%91%E5%B8%82-nordvpn-%E7%A7%81%E9%9A%B1-%E9%9B%BB%E8%85%A6%E7%97%85%E6%AF%92-5%E9%A0%85%E9%87%8D%E8%A6%81%E7%A7%81%E9%9A%B1%E9%9A%A8%E6%99%82%E5%A4%96%E6%B5%81-4%E5%80%8B%E8%87%AA%E4%BF%9D%E6%96%B9%E6%B3%95/,網絡安全2022｜1萬港人數碼身份遭盜取販售｜帳號資料、數碼指紋等｜5項重要私隱隨時外流｜4個自保方法,,,,,??人間有情,7/9/2022,https://www.hk01.com/sns/article/812339?utm_source=01articlecopy&utm_medium=referral,憐憫之心對待倫常悲劇　究責之心詰問政府官員,,,,,治安異腦,8/1/2023,https://health.ltn.com.tw/article/breakingnews/4178673,健康網》天冷路倒猝死 醫：5分鐘分內做AED 5成可恢復心跳,,,
??Fire火暑熱,22/10/2022,fire,https://news.tvbs.com.tw/local/1940679,台中工寮全面燃燒　老翁遭濃煙嗆暈趴門口送醫不治　,,,,,,HACK,9/12/2022,https://technews.tw/2022/12/09/over-700-surveillance-cameras-in-taiwan-leaked/,台灣逾 700 台監視器畫面外洩，全部使用華為晶片,,,,,??人間有情,8/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220908/bkn-20220908171305692-0908_00822_001.html,安達臣地盤意外　1死者家屬與承建商達成恩恤金共識,,,,,治安異腦,8/1/2023,https://hk.on.cc/hk/bkn/cnt/news/20230108/bkn-20230108135236977-0108_00822_001.html,中港通關本港確診個案或增多 許樹昌：不建議設熔斷機制,,,
??Fire火暑熱,17/10/2022,fire,https://hk.on.cc/hk/bkn/cnt/cnnews/20221017/bkn-20221017123348420-1017_00952_001.html,台公寓起火燒死七旬婦　單位堆回收物阻逃生,,,,,,HACK,9/12/2022,https://www.indiatoday.in/technology/news/story/personal-data-of-6-lakh-indian-hacked-and-sold-on-bot-markets-for-rs-490-each-study-reveals-2307151-2022-12-09,60 萬印度人的個人數據被黑客入侵並在機器人市場上以每人 490 盧比的價格出售,,,,,??人間有情,9/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220909/bkn-20220909032033591-0909_00822_001.html,恩恤金安排　一遺屬與承建商達共識,,,,,治安異腦,8/1/2023,https://www.singtao.ca/6139927/2023-01-08/news-%E8%A8%B1%E6%A8%B9%E6%98%8C%EF%BC%9A%E6%89%933%E9%87%9D%E5%BE%8C%E6%AD%BB%E4%BA%A1%E5%80%8B%E6%A1%88%E5%A2%9E%E5%A4%9A+%E7%96%91%E5%9B%A0%E5%85%8D%E7%96%AB%E6%B0%B4%E5%B9%B3%E4%B8%8B%E9%99%8D%E7%B1%B2%E8%A3%9C%E6%89%93%E7%AC%AC4%E9%87%9D/?variant=zh-hk,許樹昌：打3針後死亡個案增多 疑因免疫水平下降籲補打第4針,,,
??Fire火暑熱,17/10/2022,fire,https://www.hk01.com/article/826242?utm_source=01articlecopy&utm_medium=referral,LG洗衣機乾衣機半夜起火！用家不滿：LG想把錯誤引導去使用不當上,,,,,,HACK,9/12/2022,https://hk.on.cc/hk/bkn/cnt/intnews/20221209/bkn-20221209120319838-1209_00992_001.html,Twitter設秘密黑名單　控制特定用戶可見度,,,,,??人間有情,10/9/2022,https://www.hk01.com/sns/article/813238?utm_source=01articlecopy&utm_medium=referral,原文網址: 涉收$500發「免針紙」女醫生獲保釋　政府：繼續密切監察簽發情況 | 香港01 ,,,,,治安異腦,9/1/2023,https://www.setn.com/News.aspx?NewsID=1236822,喊普拿疼一盒1500元「藥師慘了」已送公平交易委員會、年後開懲戒委員會,,,
??Fire火暑熱,15/10/2022,Fire,http://www.ocdn.com.my/news.cfm?NewsId=105537,丹絨巴都合成倉庫昨午火患 5單位貨倉燒毀,,,,,,HACK,9/12/2022,https://www.ithome.com.tw/news/154640,【資安日報】美國軍火供應商遭到俄羅斯駭客TAG-53攻擊、研究人員揭露惡意軟體封裝平臺Zombinder,,,,,??人間有情,10/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220910/bkn-20220910155538891-0910_00822_001.html,安達臣地盤致命意外　嗇色園向死者家屬發5萬援助,,,,,治安異腦,9/1/2023,https://times.hinet.net/news/24351240,人一生心跳20億次「愛慢跑會早死？」 專家曝真相,,,
??Fire火暑熱,15/10/2022,Fire,https://tw.news.yahoo.com/%E6%AA%B8%E6%AA%AC%E6%B1%81%E8%81%9E%E5%90%8D%E5%85%A8%E5%8F%B0-%E8%8A%B1%E8%93%AE%E4%BD%B3%E8%88%88%E5%86%B0%E6%9E%9C%E5%AE%A4%E4%BA%8C%E5%BA%A6%E5%A4%B1%E7%81%AB-%E9%8F%A1%E6%96%B0%E8%81%9E-082713286.html,檸檬汁聞名全台 花蓮佳興冰果室二度失火｜#鏡新聞,,,,,,HACK,9/12/2022,https://www.hk01.com/article/845509?utm_source=01articlecopy&utm_medium=referral,渣打客戶信用卡被盜用　金管局稱跟進每宗投訴　責成銀行妥善處理,,,,,??人間有情,11/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220911/bkn-20220911013705606-0911_00822_001.html,掃蕩觀塘工廈違規派對房　16男女犯禁罰款,,,,,治安異腦,9/1/2023,https://discovery.ettoday.net/news/2418514?redirect=1,研究：2／3失眠者同時罹患精神疾病！長期恐「猝死、性慾降低」,,,
??Fire火暑熱,14/10/2022,Fire,https://www.singtao.ca/6053851/2022-10-14/news-%E5%B1%AF%E9%96%80%E4%B8%89%E8%81%96%E7%81%A3%E9%81%BF%E9%A2%A8%E5%A1%98%E8%BA%89%E8%88%B9%E8%B5%B7%E7%81%AB+%E6%BF%83%E7%85%99%E6%B2%96%E5%A4%A9/?variant=zh-hk,屯門三聖灣避風塘躉船起火 濃煙沖天,,,,,,HACK,9/12/2022,https://ezone.ulifestyle.com.hk/article/3418049/HKTV%20Mall%20%E7%94%A8%E5%AE%B6%E6%B3%A8%E6%84%8F%20%E9%A8%99%E5%BE%99%E4%BB%A5%E5%81%87%E7%9F%AD%E8%A8%8A%E7%9B%9C%E5%8F%96%E5%B8%B3%E6%88%B6,HKTV Mall 用家注意 騙徙以假短訊盜取帳戶,,,,,??人間有情,11/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220911/bkn-20220911032527682-0911_00822_001.html,歧視性政策懲罰無針者　家長：毫無科學理據,,,,,治安異腦,9/1/2023,https://m.ofweek.com/medical/2023-01/ART-11163-8470-30584244.html,癌症中的STAT蛋白,,,
??Fire火暑熱,13/10/2022,Fire,https://hk.on.cc/hk/bkn/cnt/cnnews/20221013/bkn-20221013112942078-1013_00952_001.html,路邊變電箱爆炸蔓延民宅　女住戶喪命,,,,,,HACK,8/12/2022,https://www.hk01.com/article/844800?utm_source=01articlecopy&utm_medium=referral,渣打信用卡被盜用　業界：資料外洩或黑客入侵　銀行都應偵測到,,,,,??人間有情,11/9/2022,https://hk.on.cc/hk/bkn/cnt/sport/20220911/bkn-20220911080014189-0911_00882_001.html,巴塞大勝登榜首　卡迪斯門將勇救心臟病球迷,,,,,治安異腦,10/1/2023,https://www.soundofhope.org/post/686256?lang=b5,傳北京不少年輕人染疫死 火化費高達10萬,,,
??Fire火暑熱,12/10/2022,Fire,https://news.ltn.com.tw/news/society/breakingnews/4086640,竹北物流工廠大火！波及數棟廠房 大批消防灌救,,,,,,HACK,8/12/2022,https://hk.on.cc/hk/bkn/cnt/news/20221208/bkn-20221208112028404-1208_00822_001.html,全球最少500萬人資料被盜　網上黑市出售　1萬人來自香港,,,,,??人間有情,11/9/2022,https://hk.on.cc/hk/bkn/cnt/news/20220911/bkn-20220911175605715-0911_00822_001.html,地盤?天秤致命意外　仁濟基金向死者家屬發3萬援助,,,,,治安異腦,9/1/2023,https://www.singtao.ca/6140158/2023-01-09/news-%E9%80%9A%E9%97%9C%EF%B8%B1%E6%97%85%E9%81%8A%E6%A5%AD%E8%AD%B0%E6%9C%83+%3A+2%E6%9C%88%E8%B5%B7%E5%BE%A9%E8%BE%A6%E5%85%A7%E5%9C%B0%E5%9C%98++%E9%85%92%E5%BA%97%E6%A5%AD%E4%B8%BB%E8%81%AF%E6%9C%83+%3A+%E4%B8%8B%E5%8D%8A%E5%B9%B4%E5%8F%AF%E6%9C%9B%E5%9B%9E%E5%BE%A9%E8%87%B3%E7%96%AB%E6%83%85%E5%89%8D7%E6%88%90%E3%80%80/?variant=zh-hk,通關︱旅遊業議會 : 2月起復辦內地團 酒店業主聯會 : 下半年可望回復至疫情前7成 ,,,
??Fire火暑熱,11/10/2022,Fire,https://tw.news.yahoo.com/%E4%B8%AD%E5%A3%A2%E5%B7%A5%E5%BB%A0%E5%A4%A7%E7%81%AB-%E7%99%BE%E5%9D%AA%E5%BB%A0%E6%88%BF%E5%85%A8%E9%9D%A2%E7%87%83%E7%87%92-145938604.html,中壢工廠大火！百坪廠房全面燃燒,,,,,,HACK,8/12/2022,https://www.epochtimes.com/gb/22/12/7/n13880426.htm,尼日利亞警告：TikTok新流行視頻或含病毒,,,,,??人間有情,12/9/2022,https://hk.on.cc/hk/bkn/cnt/intnews/20220912/bkn-20220912210341122-0912_00992_001.html,尋訪70年前救命恩人　遇溺男親口答謝今生無悔,,,,,治安異腦,9/1/2023,https://www.voachinese.com/a/taiwan-reports-1500-imported-cases-from-china-over-week-20230109/6910882.html,中國大陸入境台灣旅客陽性率高達19%，一周內測出1500多人陽性,,,
